,GPA,GREQ,GREV,GREAWA
5863,3.8,166,156,4.5
5864,3.8,166,156,4.5
5865,,,,
5866,,,,
5867,,,,
5868,3.62,166,160,4.0
5869,,,,
5870,,,,
5871,,,,
5872,,,,
5873,3.8,166,162,4.5
5874,3.8,166,162,4.5
5875,,,,
5876,,,,
5877,,,,
5878,,,,
5879,,,,
5880,,,,
5881,,,,
5882,,,,
5883,,,,
5884,,,,
5885,,,,
5886,,,,
5887,,,,
5888,,,,
5889,,,,
5890,,,,
5891,3.75,166,155,4.0
5892,3.75,166,155,4.0
5893,,,,
5894,,,,
5895,,,,
5896,,,,
5897,,,,
5898,,,,
5899,,,,
5900,,,,
5901,,,,
5902,3.5,166,162,3.5
5903,,,,
5904,,,,
5905,,,,
5906,,,,
5907,3.7,166,154,5.0
5908,3.7,166,154,5.0
5909,,,,
5910,,,,
5911,,,,
5912,,,,
5913,,,,
5914,3.54,166,154,4.5
5915,,,,
5916,,,,
5917,,,,
5918,,,,
5919,3.8,166,160,4.0
5920,,,,
5921,,,,
5922,,,,
5923,,,,
5924,3.7,166,155,5.0
5925,3.7,166,155,5.0
5926,3.7,166,155,5.0
5927,3.7,166,155,5.0
5928,3.7,166,155,5.0
5929,,,,
5930,,,,
5931,,,,
5932,,,,
5933,,,,
5934,3.0,166,159,3.0
5935,3.0,163,164,4.0
5936,,,,
5937,3.0,166,158,4.0
5938,3.0,166,158,4.0
5939,3.0,166,163,5.0
5940,,,,
5941,,,,
5942,,,,
5943,,,,
5944,,,,
5945,,,,
5946,,,,
5947,,,,
5948,,,,
5949,,,,
5950,,,,
5951,,,,
5952,3.0,166,156,5.5
5953,3.0,166,156,5.5
5954,3.0,166,156,5.5
5955,,,,
5956,,,,
5957,3.54,166,154,4.5
5958,2.9,166,165,4.0
5959,,,,
5960,,,,
5961,,,,
5962,4.0,164,154,4.0
5963,,163,147,4.0
5964,,,,
5965,,,,
5966,,,,
5967,,,,
5968,,,,
5969,,,,
5970,,,,
5971,,,,
5972,,,,
5973,,,,
5974,,,,
5975,3.24,166,156,4.0
5976,3.24,166,156,4.0
5977,3.24,166,156,4.0
5978,3.24,166,156,4.0
5979,3.24,166,156,4.0
5980,,,,
5981,,,,
5982,,,,
5983,,,,
5984,,,,
5985,,,,
5986,,,,
5987,,,,
5988,,,,
5989,,,,
5990,,,,
5991,,,,
5992,,,,
5993,,,,
5994,,,,
5995,,,,
5996,,,,
5997,,,,
5998,,,,
5999,,,,
6000,,,,
6001,,,,
6002,,,,
6003,3.75,166,164,4.5
6004,,,,
6005,,,,
6006,,,,
6007,3.24,166,156,4.0
6008,,,,
6009,,,,
6010,,,,
6011,,,,
6012,3.75,166,155,4.0
6013,3.75,166,155,4.0
6014,3.75,166,155,4.0
6015,3.75,166,155,4.0
6016,3.75,166,155,4.0
6017,3.75,166,155,4.0
6018,,,,
6019,,,,
6020,3.8,166,167,3.5
6021,,,,
6022,,,,
6023,,,,
6024,,,,
6025,,,,
6026,,,,
6027,,,,
6028,,,,
6029,,,,
6030,,,,
6031,,,,
6032,,,,
6033,,,,
6034,,,,
6035,,,,
6036,,,,
6037,,,,
6038,,,,
6039,,,,
6040,,,,
6041,,,,
6042,,,,
6043,,,,
6044,,,,
6045,,,,
6046,,,,
6047,3.0,163,164,4.0
6048,3.24,166,160,4.0
6049,,,,
6050,,,,
6051,,,,
6052,,,,
6053,,,,
6054,,,,
6055,,,,
6056,,,,
6057,,,,
6058,,,,
6059,,,,
6060,3.7,166,156,4.0
6061,,,,
6062,3.6,166,154,4.5
6063,3.6,166,154,4.5
6064,3.6,166,154,4.5
6065,,,,
6066,,,,
6067,3.68,166,170,5.0
6068,3.68,166,170,5.0
6069,,,,
6070,3.6,166,154,4.5
6071,3.15,166,160,3.5
6072,,,,
6073,3.8,166,154,3.5
6074,3.0,166,154,4.5
6075,3.5,166,162,3.5
6076,3.0,166,154,4.5
6077,,,,
6078,,,,
6079,,,,
6080,3.62,166,160,4.0
6081,,,,
6082,3.1,166,156,3.5
6083,3.7,166,154,4.0
6084,,,,
6085,,,,
6086,3.6,163,158,4.0
6087,,,,
6088,3.7,166,154,4.0
6089,3.47,166,160,3.5
6090,3.0,163,164,4.0
6091,3.0,166,163,5.0
6092,3.1,166,154,4.0
6093,,,,
6094,,,,
6095,3.5,164,162,4.0
6096,,,,
6097,,,,
6098,,,,
6099,,,,
6100,,,,
6101,,,,
6102,,,,
6103,,,,
6104,,,,
6105,,,,
6106,,,,
6107,3.47,166,160,3.5
6108,,,,
6109,,,,
6110,,,,
6111,,,,
6112,,,,
6113,,,,
6114,,,,
6115,,,,
6116,,,,
6117,3.0,166,158,4.0
6118,3.0,166,158,4.0
6119,,,,
6120,,,,
6121,,,,
6122,,,,
6123,,,,
6124,,,,
6125,3.9,160,146,4.5
6126,3.9,160,146,4.5
6127,3.0,166,163,5.0
6128,,,,
6129,,,,
6130,3.0,166,160,3.0
6131,3.0,166,160,3.0
6132,3.0,166,160,3.0
6133,3.0,166,160,3.0
6134,3.0,166,160,3.0
6135,,,,
6136,,,,
6137,,,,
6138,,,,
6139,,,,
6140,,,,
6141,3.1,166,156,3.5
6142,,,,
6143,,,,
6144,,,,
6145,,,,
6146,,,,
6147,,,,
6148,,,,
6149,3.24,166,160,4.0
6150,,,,
6151,,,,
6152,,,,
6153,,,,
6154,,,,
6155,,,,
6156,3.8,166,164,4.0
6157,,,,
6158,,,,
6159,,,,
6160,,,,
6161,,,,
6162,,,,
6163,,,,
6164,,,,
6165,,,,
6166,,,,
6167,,,,
6168,3.0,163,164,4.0
6169,3.0,163,164,4.0
6170,3.0,163,164,4.0
6171,3.0,163,164,4.0
6172,,,,
6173,,,,
6174,,,,
6175,,,,
6176,,,,
6177,,,,
6178,,,,
6179,3.6,166,159,4.5
6180,3.6,166,159,4.5
6181,3.6,166,159,4.5
6182,3.6,166,159,4.5
6183,,,,
6184,,,,
6185,,,,
6186,,,,
6187,,,,
6188,,,,
6189,,,,
6190,3.8,166,164,4.0
6191,,,,
6192,,,,
6193,,,,
6194,,,,
6195,,,,
6196,,,,
6197,,,,
6198,3.2,163,158,3.0
6199,3.9,166,160,4.5
6200,3.9,166,160,4.5
6201,3.9,166,160,4.5
6202,,,,
6203,,,,
6204,,,,
6205,,,,
6206,,,,
6207,,,,
6208,,,,
6209,4.0,166,160,4.0
6210,,,,
6211,,,,
6212,,,,
6213,,,,
6214,,,,
6215,3.96,161,153,4.0
6216,,,,
6217,,,,
6218,,,,
6219,,,,
6220,3.0,166,160,3.0
6221,,163,147,4.0
6222,,163,147,4.0
6223,,163,147,4.0
6224,,163,147,4.0
6225,,163,147,4.0
6226,,163,147,4.0
6227,3.6,163,158,4.0
6228,3.5,164,162,4.0
6229,3.75,166,155,4.0
6230,3.1,166,154,4.0
6231,3.1,166,154,4.0
6232,,,,
6233,,,,
6234,,,,
6235,,,,
6236,,,,
6237,,,,
6238,,,,
6239,,,,
6240,,,,
6241,,,,
6242,,,,
6243,3.2,163,158,3.0
6244,3.58,166,165,4.5
6245,,,,
6246,,,,
6247,,,,
6248,,,,
6249,,,,
6250,3.6,166,154,4.5
6251,,,,
6252,,,,
6253,,,,
6254,3.8,166,164,4.0
6255,,,,
6256,,,,
6257,2.9,166,157,3.5
6258,,,,
6259,,,,
6260,,,,
6261,3.75,166,164,4.5
6262,,,,
6263,3.0,166,160,3.0
6264,,,,
6265,,,,
6266,3.62,166,160,4.0
6267,3.9,160,146,4.5
6268,,,,
6269,3.1,166,156,3.5
6270,,,,
6271,,,,
6272,,,,
6273,,,,
6274,,,,
6275,,,,
6276,,,,
6277,,,,
6278,,,,
6279,,,,
6280,,,,
6281,,,,
6282,,,,
6283,,,,
6284,,,,
6285,,,,
6286,,,,
6287,,,,
6288,,,,
6289,,,,
6290,,,,
6291,,,,
6292,,,,
6293,,,,
6294,,,,
6295,,,,
6296,3.8,166,167,3.5
6297,,,,
6298,,,,
6299,,,,
6300,3.75,166,164,4.5
6301,,,,
6302,,,,
6303,,,,
6304,,,,
6305,,,,
6306,,,,
6307,,,,
6308,,,,
6309,3.8,166,156,4.5
6310,,,,
6311,,,,
6312,,,,
6313,,,,
6314,,,,
6315,,,,
6316,,,,
6317,,,,
6318,3.7,166,156,4.0
6319,,,,
6320,,,,
6321,,,,
6322,,,,
6323,,,,
6324,,,,
6325,,,,
6326,,,,
6327,,,,
6328,,,,
6329,,,,
6330,,,,
6331,,,,
6332,,,,
6333,,,,
6334,,,,
6335,,,,
6336,,,,
6337,,,,
6338,,,,
6339,,,,
6340,,,,
6341,,,,
6342,,,,
6343,,,,
6344,3.9,160,146,4.5
6345,,,,
6346,,,,
6347,,,,
6348,,,,
6349,,,,
6350,,,,
6351,,,,
6352,,,,
6353,,,,
6354,,,,
6355,,,,
6356,,,,
6357,,,,
6358,,,,
6359,,,,
6360,,,,
6361,3.1,166,143,3.0
6362,,,,3.0
6363,,,,
6364,,,,
6365,3.96,161,153,4.0
6366,,,,
6367,,,,
6368,,,,
6369,,,,
6370,,,,
6371,,,,
6372,,,,
6373,,,,
6374,,,,
6375,,,,
6376,,,,
6377,,,,
6378,,,,
6379,,,,
6380,,,,
6381,3.75,166,164,4.5
6382,3.75,166,164,4.5
6383,3.75,166,164,4.5
6384,,,,
6385,3.8,166,156,4.5
6386,,,,
6387,3.6,166,161,5.0
6388,3.7,166,156,4.0
6389,,,,
6390,,,,
6391,,,,
6392,,,,
6393,,,,
6394,,,,
6395,,,,
6396,,,,
6397,,,,
6398,,,,
6399,,,,
6400,,,,
6401,,,,
6402,,,,
6403,3.0,166,160,3.0
6404,3.9,160,146,4.5
6405,,,,
6406,,,,
6407,,,,
6408,,,,
6409,,,,
6410,,,,
6411,,,,
6412,,,,
6413,3.75,166,155,4.0
6414,3.75,166,155,4.0
6415,,,,
6416,,,,
6417,,,,
6418,,,,
6419,,,,
6420,,,,
6421,,,,
6422,,,,
6423,,,,
6424,,,,
6425,,,,
6426,,,,
6427,,,,
6428,,,,
6429,,,,
6430,,,,
6431,3.5,163,151,3.5
6432,3.5,166,163,4.0
6433,,,,
6434,,,,
6435,,,,
6436,3.7,166,154,5.0
6437,,,,
6438,3.75,166,164,4.5
6439,,,,
6440,,,,
6441,3.8,166,167,3.5
6442,,,,
6443,,,,
6444,3.6,166,161,5.0
6445,,,,
6446,,,,
6447,,,,
6448,,,,
6449,,,,
6450,,,,
6451,,,,
6452,4.0,166,164,5.5
6453,4.0,166,164,5.5
6454,,,,
6455,,,,
6456,,,,
6457,,,,
6458,,,,
6459,3.7,166,154,5.0
6460,,,,
6461,,,,
6462,,,,
6463,,,,
6464,,163,147,4.0
6465,3.6,166,161,5.0
6466,3.96,161,153,4.0
6467,,,,
6468,,,,
6469,,,,
6470,3.0,166,156,5.5
6471,,,,
6472,3.5,166,158,5.0
6473,3.5,166,158,5.0
6474,3.5,166,158,5.0
6475,,,,
6476,,,,
6477,3.9,166,160,4.5
6478,,,,
6479,,,,
6480,,,,
6481,3.1,166,156,3.5
6482,,,,
6483,,,,
6484,,,,
6485,,,,
6486,,,,
6487,,,,
6488,,,,
6489,,,,
6490,3.58,166,165,4.5
6491,,,,
6492,,,,
6493,3.7,166,156,4.0
6494,3.8,166,167,3.5
6495,,,,
6496,,,,
6497,,,,
6498,,,,
6499,,,,
6500,,,,
6501,,,,
6502,,,,
6503,3.2,163,158,3.0
6504,,,,
6505,,,,
6506,,,,
6507,,,,
6508,3.5,164,153,4.5
6509,3.5,164,153,4.5
6510,3.5,164,153,4.5
6511,3.5,164,153,4.5
6512,,,,
6513,,,,
6514,,,,
6515,,,,
6516,3.95,166,160,4.0
6517,3.95,166,160,4.0
6518,3.95,166,160,4.0
6519,,,,
6520,3.6,166,159,4.5
6521,3.6,166,159,4.5
6522,,,,
6523,,,,
6524,,,,
6525,3.2,163,158,3.0
6526,,,,
6527,3.8,166,164,4.0
6528,3.8,166,167,3.5
6529,,,,
6530,,,,
6531,,,,
6532,3.1,166,143,3.0
6533,,,,
6534,,,,
6535,3.62,166,160,4.0
6536,3.62,166,160,4.0
6537,,,,
6538,,,,
6539,,,,
6540,,,,
6541,,,,
6542,,,,
6543,,,,
6544,,,,
6545,,,,
6546,3.9,166,159,4.5
6547,3.47,166,160,3.5
6548,,,,
6549,,,,
6550,3.8,166,164,4.0
6551,,,,
6552,3.5,166,156,3.5
6553,,,,
6554,,,,
6555,,,,
6556,,,,
6557,,,,
6558,3.7,166,165,3.5
6559,,,,
6560,3.1,166,143,3.0
6561,3.7,166,165,3.5
6562,3.5,166,156,3.5
6563,,,,
6564,3.25,166,158,3.5
6565,3.25,166,158,3.5
6566,3.25,166,158,3.5
6567,,,,
6568,3.47,166,160,3.5
6569,3.47,166,160,3.5
6570,3.47,166,160,3.5
6571,3.7,166,154,4.0
6572,,,,
6573,,,,
6574,,,,
6575,3.8,166,164,4.0
6576,,,,
6577,3.8,166,160,4.0
6578,,,,
6579,3.9,166,159,4.5
6580,,,,
6581,,,,
6582,,,,
6583,,,,
6584,3.9,166,160,4.5
6585,,,,
6586,,,,
6587,,,,
6588,3.8,166,160,4.0
6589,3.0,166,160,3.0
6590,,,,
6591,,,,
6592,3.9,166,160,4.5
6593,,,,
6594,,,,
6595,,,,
6596,,,,
6597,,,,
6598,,,,
6599,3.6,166,159,4.5
6600,,,,
6601,,,,
6602,,,,
6603,3.5,166,164,4.0
6604,,,,
6605,,,,
6606,,,,
6607,,,,
6608,,,,
6609,,,,
6610,,,,
6611,,,,
6612,,,,
6613,,,,
6614,,,,
6615,,,,
6616,,,,
6617,,,,
6618,,,,
6619,,,,
6620,,,,
6621,,,,
6622,,,,
6623,,,,
6624,,,,
6625,,,,
6626,,,,
6627,,,,
6628,,,,
6629,,,,
6630,,,,
6631,,,,
6632,,,,
6633,,,,
6634,,,,
6635,,,,
6636,,,,
6637,,,,
6638,,,,
6639,,,,
6640,,,,
6641,,,,
6642,,,,
6643,,,,
6644,,,,
6645,3.7,166,156,4.5
6646,3.7,166,156,4.5
6647,3.82,166,163,4.5
6648,3.7,166,163,4.0
6649,,,,
6650,,,,
6651,,,,
6652,,,,
6653,,,,
6654,,,,
6655,,,,
6656,,,,
6657,,,,
6658,,,,
6659,,,,
6660,,,,
6661,,,,
6662,3.5,163,151,3.5
6663,3.82,166,163,4.5
6664,,,,
6665,3.5,164,152,4.5
6666,,,,
6667,,,,
6668,,,,
6669,,,,
6670,,,,
6671,,,,
6672,,,,
6673,,,,
6674,3.7,166,151,3.5
6675,3.0,166,154,3.5
6676,,,,
6677,,,,
6678,,,,
6679,,,,
6680,,,,
6681,,,,
6682,,,,
6683,,,,
6684,,,,
6685,,,,
6686,,,,
6687,3.82,166,163,4.5
6688,,,,
6689,,,,
6690,,,,
6691,,,,
6692,,,,
6693,,,,
6694,,,,
6695,,,,
6696,,,,
6697,,,,
6698,3.82,166,163,4.5
6699,,,,
6700,3.7,166,165,3.5
6701,3.0,166,154,3.5
6702,,,,
6703,,,,
6704,3.5,163,151,3.5
6705,3.5,163,151,3.5
6706,3.5,163,151,3.5
6707,3.5,163,151,3.5
6708,,,,
6709,,,,
6710,,,,
6711,,,,
6712,,,,
6713,,,,
6714,,,,
6715,,,,
6716,,,,
6717,,,,
6718,,,,
6719,,,,
6720,,,,
6721,,,,
6722,,,,
6723,3.82,166,163,4.5
6724,3.82,166,163,4.5
6725,3.82,166,163,4.5
6726,3.82,166,163,4.5
6727,,,,
6728,,,,
6729,3.7,166,165,3.5
6730,,,,
6731,,,,
6732,,,,
6733,3.7,166,151,3.5
6734,3.7,166,151,3.5
6735,,,,
6736,,,,
6737,,,,
6738,,,,
6739,,,,
6740,,,,
6741,,,,
6742,,,,
6743,,,,
6744,,,,
6745,3.7,166,163,4.0
6746,3.5,166,164,4.0
6747,3.5,166,164,4.0
6748,,,,
6749,,,,
6750,,,,
6751,,,,
6752,,,,
6753,,,,
6754,,,,
6755,,,,
6756,,,,
6757,,,,
6758,,,,
6759,,,,
6760,,,,
6761,,,,
6762,,,,
6763,,,,
6764,,,,
6765,,,,
6766,,,,
6767,,,,
6768,3.8,166,164,4.0
6769,3.8,166,164,4.0
6770,,,,
6771,,,,
6772,,,,
6773,,,,
6774,,,,
6775,,,,
6776,,,,
6777,,,,
6778,,,,
6779,,,,
6780,,,,
6781,3.5,166,163,4.0
6782,,,,
6783,,,,
6784,,,,
